Chunk ID,Concept ID,Source Page,Chunk Text Content
CH095,C001,105,"JAVA PROGRAMMING Page 98     Method Description      Difference between AWT and Swing.        1) AWT components are platform-  dependent.  Java swing components are platform-  independent.  2) AWT components are heavyweight. Swing components are lightweight.  3) AWT doesn't support pluggable look  and feel.  Swing supports pluggable look and  feel.  4) AWT provides less components than  Swing.  Swing provides more powerful  componentssuch as tables, lists,  scrollpanes, colorchooser, tabbedpane  etc.  5) AWT doesn't follows MVC(Model View  Controller) where model represents data,  view represents presentation and   controller acts  as an interface between  model and view.  Swing follows MVC.  Commonly used Methods of Component class  public void add(Component c) add a component on another component.    public void setSize(int width,int height) sets size of the component.    public void setLayout(LayoutManager  m)  sets the layout manager for the component.    public void setVisible(boolean b) sets the visibility of the component. It is by default  false.    No. Java AWT Java Swing"
CH096,C001,106,"JAVA PROGRAMMING Page 99         Hierarchy of Java Swing classes    The hierarchy of java swing API is given below.                                                      Java Swing Examples    There are two ways to create a frame:    o By creating the object of Frame class (association)  o By extending Frame class (inheritance)    We can write the code of swing inside the main(), constructor or any other method.    Simple Java Swing Example    Let's see a simple swing example where we are creating one button and adding it on the JFrame  object inside the main() method.    File: FirstSwingExample.java"
CH097,C001,107,"JAVA PROGRAMMING Page 100         import javax.swing.*;  public class FirstSwingExample {  public static void main(String[] args) {  JFrame f=new JFrame();//creating instance of JFrame  JButton b=new JButton(""click"");//creating instance of JButton  b.setBounds(130,100,100, 40);//x axis, y axis, width, height  f.add(b);//adding button in JFrame  f.setSize(400,500);//400 width and 500 height  f.setLayout(null);//using no layout managers  f.setVisible(true);//making the frame visible  } }  Containers  Java JFrame    The javax.swing.JFrame class is a type of container which inherits the java.awt.Frame  class.  JFrame works like the main window where components like labels, buttons, textfields are added  to create a GUI.    Unlike Frame, JFrame has the option to hide or close the window with the help of  setDefaultCloseOperation(int) method.  JFrame Example    import java.awt.FlowLayout;  import javax.swing.JButton;  import javax.swing.JFrame;  import javax.swing.JLabel;  import javax.swing.Jpanel;  public class JFrameExample {  public static void main(String s[]) {  JFrame frame = new JFrame(""JFrame Example"");  JPanel panel = new JPanel();  panel.setLayout(new FlowLayout());  JLabel label = new JLabel(""JFrame By Example"");  JButton button = new JButton();  button.setText(""Button"");  panel.add(label);"
CH098,C001,108,"JAVA PROGRAMMING Page 101         panel.add(button);  frame.add(panel);  frame.setSize(200, 300);  frame.setLocationRelativeTo(null);  frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);  frame.setVisible(true);  } }  JApplet  As we prefer Swing to AWT. Now we can use JApplet that can have all the controls of swing.  The JApplet class extends the Applet class.  Example of EventHandling in JApplet:    import java.applet.*;  import javax.swing.*;  import java.awt.event.*;  public class EventJApplet extends JApplet implements ActionListener{  JButton b;  JTextField tf;  public void init(){  tf=new JTextField();  tf.setBounds(30,40,150,20);  b=new JButton(""Click"");  b.setBounds(80,150,70,40);  add(b);add(tf);  b.addActionListener(this);  setLayout(null);  }  public void actionPerformed(ActionEvent e){  tf.setText(""Welcome"");  } }  In the above example, we have created all the controls in init() method because it is invoked  only once.  myapplet.html  1. <html>  2. <body>  3. <applet code=""EventJApplet.class"" width=""300"" height=""300"">"
CH099,C001,109,"JAVA PROGRAMMING Page 102         </applet>  </body>  </html>    JDialog    The JDialog control represents a top level window with a border and a title used to take some  form of input from the user. It inherits the Dialog class.    Unlike JFrame, it doesn't have maximize and minimize buttons.    JDialog class declaration    Let's see the declaration for javax.swing.JDialog class.    1. public class JDialog extends Dialog implements WindowConstants, Accessible, RootPaneConta  iner  Commonly used Constructors:        JDialog() It is used to create a modeless dialog without a title and  without a specified Frame owner.   JDialog(Frame owner) It is used to create a modeless dialog with specified  Frame as its owner and an empty title.  JDialog(Frame owner, String title,  boolean modal)  It is used to create a dialog with the specified title,  owner Frame and modality.     Constructor Description"
CH100,C001,110,"JAVA PROGRAMMING Page 103       Java JDialog Example  import javax.swing.*;  import java.awt.*;  import java.awt.event.*;  public class DialogExample {  private static JDialog d;  DialogExample() {  JFrame f= new JFrame();  d = new JDialog(f , ""Dialog Example"", true);  d.setLayout( new FlowLayout() );  JButton b = new JButton (""OK"");  b.addActionListener ( new ActionListener()  {  public void actionPerformed( ActionEvent e )  {  DialogExample.d.setVisible(false);  }    }); Output:    d.add( new JLabel (""Click button to continue.""));  d.add(b);  d.setSize(300,300);  d.setVisible(true);  }  public static void main(String args[])  {  new DialogExample();  } }    JPanel    The JPanel is a simplest container class. It provides space in which an application can attach any  other component. It inherits the JComponents class.    It doesn't have title bar."
CH101,C001,111,"JAVA PROGRAMMING Page 104       JPanel class declaration    1. public class JPanel extends JComponent implements Accessible    Java JPanel Example  import java.awt.*;  import javax.swing.*;  public class PanelExample {  PanelExample()  {  JFrame f= new JFrame(""Panel Example"");  JPanel panel=new JPanel();  panel.setBounds(40,80,200,200);  panel.setBackground(Color.gray);  JButton b1=new JButton(""Button 1"");  b1.setBounds(50,100,80,30);  b1.setBackground(Color.yellow);  JButton b2=new JButton(""Button 2"");  b2.setBounds(100,100,80,30);  b2.setBackground(Color.green);  panel.add(b1); panel.add(b2);  f.add(panel);  f.setSize(400,400);  f.setLayout(null);  f.setVisible(true);  }  public static void main(String args[])  {  new PanelExample();  } }  Overview of some Swing Components  Java JButton  The JButton class is used to create a labeled button that has platform independent implementation. The  application result in some action when the button is pushed. It inherits AbstractButton class."
CH102,C001,112,"JButton class declaration  Let's see the declaration for javax.swing.JButton  class.    1. public class JButton extends AbstractButton implements Accessible    Java JButton Example    import javax.swing.*;  public class ButtonExample {  public static void main(String[] args) {  JFrame f=new JFrame(""Button Example"");  JButton b=new JButton(""Click Here"");  b.setBounds(50,100,95,30);  f.add(b);  f.setSize(400,400);  f.setLayout(null);  f.setVisible(true); } }  Java JLabel  The object of JLabel class is a component for placing text in a container. It is used to display a  single line of read only text. The text can be changed by an application but a user cannot edit it  directly. It inherits JComponent class.     JLabel class declaration  Let's see the declaration for javax.swing.JLabel class.    1. public class JLabel extends JComponent implements SwingConstants, Accessible  Commonly used Constructors:    Constructor Description    JLabel() Creates a JLabel instance with no image and with an  empty string for the title.   JLabel(String s) Creates a JLabel instance with the specified text.  JLabel(Icon i) Creates a JLabel instance with the specified image.  JLabel(String s, Icon i, int  horizontalAlignment)  Creates a JLabel instance with the specified text,  image, and horizontal alignment.       JAVA PROGRAMMING Page 105"
CH103,C001,113,"JAVA PROGRAMMING Page 106       Commonly used Methods:        String getText() t returns the text string that a label displays.  void setText(String text) It defines the single line of text this component will  display.  void setHorizontalAlignment(int  alignment)  It sets the alignment of the label's contents along  the X axis.  Icon getIcon() It returns the graphic image that the label displays.  int getHorizontalAlignment() It returns the alignment of the label's contents along  the X axis.  Java JLabel Example    import javax.swing.*;  class LabelExample  {  public static void main(String args[])  {  JFrame f= new JFrame(""Label Example"");  JLabel l1,l2;  l1=new JLabel(""First Label."");  l1.setBounds(50,50, 100,30);  l2=new JLabel(""Second Label."");  l2.setBounds(50,100, 100,30);  f.add(l1); f.add(l2);  f.setSize(300,300);  f.setLayout(null);  f.setVisible(true);  }  }    Methods Description"
CH104,C001,114,"JAVA PROGRAMMING Page 107       JTextField    The object of a JTextField class is a text component that allows the editing of a single line text. It  inherits JTextComponent class.  JTextField class declaration    Let's see the declaration for javax.swing.JTextField class.    1. public class JTextField extends JTextComponent implements SwingConstants    Java JTextField Example    import javax.swing.*;  class TextFieldExample  {  public static void main(String args[])  {  JFrame f= new JFrame(""TextField Example"");  JTextField t1,t2;  t1=new JTextField(""Welcome to Javatpoint."");  t1.setBounds(50,100, 200,30);  t2=new JTextField(""AWT Tutorial"");  t2.setBounds(50,150, 200,30);  f.add(t1); f.add(t2);  f.setSize(400,400);  f.s etLayout(null);  f.setVisible(true);  } }  Java JTextArea    The object of a JTextArea class is a multi line region that displays text. It allows the editing of  multiple line text. It inherits JTextComponent class  JTextArea class declaration  Let's see the declaration for javax.swing.JTextArea class.    1.  public class JTextArea extends JTextComponent    Java JTextArea Example"
CH105,C001,115,"JAVA PROGRAMMING Page 108         import javax.swing.*;  public class TextAreaExample  {  TextAreaExample(){  JFrame f= new JFrame();  JTextArea area=new JTextArea(""Welcome to javatpoint"");  area.setBounds(10,30, 200,200);  f.add(area);  f.setSize(300,300);  f.setLayout(null);  f.setVisible(true);  }  public static void main(String args[])  {  new TextAreaExample();  }}        Simple Java Applications    import javax.swing.JFrame;  import javax.swing.SwingUtilities;  public class Example extends JFrame {  public Example() {  setTitle(""Simple example"");  setSize(300, 200);  setLocationRelativeTo(null);  setDefaultCloseOperation(EXIT_ON_CLOSE);  }    public static void main(String[] args) {  Example ex = new Example();  ex.setVisible(true);  }}"
CH106,C001,116,"JAVA PROGRAMMING Page 109       Layout Management  Java LayoutManagers  The LayoutManagers are used to arrange components in a particular manner. LayoutManager is  an interface that is implemented by all the classes of layout managers.    BorderLayout  The BorderLayout provides five constants for each region:    1. public static final int NORTH  2. public static final int SOUTH  3. public static final int EAST  4. public static final int WEST  5. public static final int CENTER    Constructors of BorderLayout class:  o BorderLayout(): creates a border layout but with no gaps between the components.  o JBorderLayout(int hgap, int vgap): creates a border layout with the given horizontal and  vertical gaps between the components.    Example of BorderLayout class:  import java.awt.*; Output:  import javax.swing.*;  public class Border  {  JFrame f;  Border()  {  f=new JFrame();  JButton b1=new JButton(""NORTH"");;  JButton b2=new JButton(""SOUTH"");;  JButton b3=new JButton(""EAST"");;  JButton b4=new JButton(""WEST"");;  JButton b5=new JButton(""CENTER"");;  f.add(b1,BorderLayout.NORTH);  f.add(b2,BorderLayout.SOUTH);  f.add(b3,BorderLayout.EAST);  f.add(b4,BorderLayout.WEST);  f.add(b5,BorderLayout.CENTER);  f.setSize(300,300);  etVisible(true);  }  public static void main(String[] args)  {  new Border();  } }"
CH107,C001,117,"JAVA PROGRAMMING Page 110       Java GridLayout  The GridLayout is used to arrange the components in rectangular grid. One component is  displayed in each rectangle.    Constructors of GridLayout class  1. GridLayout(): creates a grid layout with one column per component in a row.  2. GridLayout(int rows, int columns): creates a grid layout with the given rows and  columns but no gaps between the components.  3. GridLayout(int rows, int columns, int hgap, int vgap): creates a grid layout with the  given rows and columns alongwith given horizontal and vertical gaps.    Example of GridLayout class  1. import java.awt.*;  2. import javax.swing.*;  public class MyGridLayout{  JFrame f;  MyGridLayout(){  f=new JFrame();  JButton b1= new JButton(""1"");  JButton b2= new JButton(""2"");  JButton b3= new JButton(""3"");  JButton b4= new JButton(""4"");  JButton b5= new JButton(""5"");  JButton b6= new JButton(""6"");  JButton b7= new JButton(""7"");  JButton b8= new JButton(""8"");  JButton b9=new JButton(""9"");  f.add(b1);f.add(b2);f.add(b3);f.add(b4);f.add(b5);  f.add(b6);f.add(b7);f.add(b8);f.add(b9);  f.setLayout(new GridLayout(3,3));  //setting grid layout of 3 rows and 3 columns  f.setSize(300,300);  etVisible(true);  }  public static void main(String[] args) {  new MyGridLayout(); }}  Java FlowLayout    The FlowLayout is used to arrange the components in a line, one after another (in a flow). It is the  default layout of applet or panel.    Fields of FlowLayout class  1. public static final int LEFT  2. public static final int RIGHT  3. public static final int CENTER  4. public static final int LEADING  5. public static final int TRAILING"
CH108,C001,118,"JAVA PROGRAMMING Page 111       Constructors of FlowLayout class  1. FlowLayout(): creates a flow layout with centered alignment and a default 5 unit  horizontal and vertical gap.  2. FlowLayout(int align): creates a flow layout with the given alignment and a default 5  unit horizontal and vertical gap.  3. FlowLayout(int align, int hgap, int vgap): creates a flow layout with the given  alignment and the given horizontal and vertical gap.    Example of FlowLayout class  import java.awt.*;  import javax.swing.*;  public class MyFlowLayout{  JFrame f;  MyFlowLayout(){  f=new JFrame();  JButton b1= new JButton(""1"");  JButton b2= new JButton(""2"");  JButton b3= new JButton(""3"");  JButton b4= new JButton(""4"");  JButton b5=new JButton(""5"");  f.add(b1);f.add(b2);f.add(b3);f.add(b4);f.add(b5);  f.setLayout(new FlowLayout(FlowLayout.RIGHT));  //setting flow layout of right alignment  f.setSize(300,300);  etVisible(true);  }  public static void main(String[] args) {  new MyFlowLayout();  } }  Event Handling  Event and Listener (Java Event Handling)  Changing the state of an object is known as an event. For example, click on button,  dragging  mouse etc. The java.awt.event package provides many event classes and Listener interfaces for  event handling.  Types of Event    The events can be broadly classified into two categories:     Foreground Events - Those events which require the direct int eraction of user.They are  generated as consequences of a person interacting with the graphical components in   Graphical User Interface. For example, clicking on a button, moving the mouse, entering  a character through keyboard,selecting an item from list, scrolling the page etc.   Background Events - Those events that require the interaction of end user are known as"
CH109,C001,119,"JAVA PROGRAMMING Page 112         background events. Operating system interrupts, hardware or software failure, timer  expires, an operation completion are the example of background events.  Event Handling    Event Handling is the mechanism that controls the event and decides what should happen if an  event occurs. This mechanism have the code which is known as event handler that is executed  when an event occurs. Java Uses the Delegation Event Model to handle the events. This model  defines the standard mechanism to generate and handle the events.Let's have a brief introduction  to this model.  The Delegation Event Model has the following key participants namely:     Source - The source is an object on which event occurs. Source is responsible for  providing information of the occurred event to it's handler. J ava provide as with classes  for source object.   Listener - It is also known as event handler. Listener is responsible for generating  response to an event. From java implementation point of view the listener is also an  object. Listener waits until it receive s an event. Once the event is received , the listener  process the event an then returns.     Event classes and Listener interfaces:  Event Classes Listener Interfaces  ActionEvent ActionListener  MouseEvent MouseListener and MouseMotionListener  MouseWheelEvent MouseWheelListener  KeyEvent KeyListener  ItemEvent ItemListener  TextEvent TextListener  AdjustmentEvent AdjustmentListener  WindowEvent WindowListener  ComponentEvent ComponentListener  ContainerEvent ContainerListener  FocusEvent FocusListener"
CH110,C001,120,"JAVA PROGRAMMING Page 113       Steps to perform Event Handling  Following steps are required to perform event handling:    1. Implement the Listener interface and overrides its methods  2. Register the component with the Listener    For registering the component with the Listener, many classes provide the registration methods.  For example:    o Button  o public void addActionListener(ActionListener a){}  o MenuItem  o public void addActionListener(ActionListener a){}  o TextField  o public void addActionListener(ActionListener a){}  o public void addTextListener(TextListener a){}  o TextArea  o public void addTextListener(TextListener a){}  o Checkbox  o public void addItemListener(ItemListener a){}  o Choice  o public void addItemListener(ItemListener a){}  o List  o public void addActionListener(ActionListener a){}  o public void addItemListener(ItemListener a){}  EventHandling Codes:  We can put the event handling code into one of the following places:  1. Same class  2. Other class  3. Annonymous class    Example of event handling within class:  import java.awt.*;  import java.awt.event.*;  class AEvent extends Frame implements ActionListener{  TextField tf;"
CH111,C001,121,"} }  JAVA PROGRAMMING Page 114        AEvent(){  tf=new TextField();  tf.setBounds(60,50,170,20);  Button b=new Button(""click me"");  b.setBounds(100,120,80,30);  b.addActionListener(this);  add(b);add(tf);  setSize(300,300);  setLayout(null);  setVisible(true);  }  public void actionPerformed(ActionEvent e){  tf.setText(""Welcome"");  }  public static void main(String args[]){  new AEvent();  } }  public void setBounds(int xaxis, int yaxis, int width, int height); have been used in the  above example that sets the position of the component it may be button, textfield etc.    Java event handling by implementing ActionListener  import java.awt.*;  import java.awt.event.*;  class AEvent extends Frame implements ActionListener{  TextField tf;  AEvent(){  //create components  tf=new TextField();  tf.setBounds(60,50,170,20);  Button b=new Button(""click me"");  b.setBounds(100,120,80,30);  //register listener  b.addActionListener(this);//passing current instance  //add components and set size, layout and visibility  add(b);add(tf);  setSize(300,300);  setLayout(null);  setVisible(true);  }  public void actionPerformed(ActionEvent e){  tf.setText(""Welcome"");  }  public static void main(String args[]){  new AEvent();"
CH112,C001,122,"} }  JAVA PROGRAMMING Page 115          Java MouseListener Interface  The Java MouseListener is notified whenever you change the state of mouse. It is notified against  MouseEvent. The MouseListener interface is found in java.awt.event package. It has five  methods.    Methods of MouseListener interface  The signature of 5 methods found in MouseListener interface are given below:    1. public abstract void mouseClicked(MouseEvent e);  2. public abstract void mouseEntered(MouseEvent e);  3. public abstract void mouseExited(MouseEvent e);  4. public abstract void mousePressed(MouseEvent e);  5. public abstract void mouseReleased(MouseEvent e);    Java MouseListener Example  import java.awt.*;  import java.awt.event.*;  public class MouseListenerExample extends Frame implements MouseListener{  Label l;  MouseListenerExample(){  addMouseListener(this);  l=new Label();  l.setBounds(20,50,100,20);  add(l);  setSize(300,300);  setLayout(null);  setVisible(true);  }  public void mouseClicked(MouseEvent e) {  l.setText(""Mouse Clicked"");  }  public void mouseEntered(MouseEvent e) {  l.setText(""Mouse Entered"");  }  public void mouseExited(MouseEvent e) {  l.setText(""Mouse Exited"");  }  public void mousePressed(MouseEvent e) {  l.setText(""Mouse Pressed"");  }  public void mouseReleased(MouseEvent e) {  l.setText(""Mouse Released"");  }  public static void main(String[] args) {  new MouseListenerExample();"
CH113,C001,123,"JAVA PROGRAMMING Page 116       Java KeyListener Interface  The Java KeyListener is notified whenever you change the state of key. It is notified against  KeyEvent. The KeyListener interface is found in java.awt.event package. It has three methods.    Methods of KeyListener interface  The signature of 3 methods found in KeyListener interface are given below:    1. public abstract void keyPressed(KeyEvent e);  2. public abstract void keyReleased(KeyEvent e);  3. public abstract void keyTyped(KeyEvent e);    Java KeyListener Example  import java.awt.*;  import java.awt.event.*;  public class KeyListenerExample extends Frame implements KeyListener{  Label l;  TextArea area;  KeyListenerExample(){  l=new Label();  l.setBounds(20,50,100,20);  area=new TextArea();  area.setBounds(20,80,300, 300);  area.addKeyListener(this);  add(l);add(area);  setSize(400,400);  setLayout(null);   setVisible(true);  }  public void keyPressed(KeyEvent e) {  l.setText(""Key Pressed"");  }  public void keyReleased(KeyEvent e) {  l.setText(""Key Released"");  }  public void keyTyped(KeyEvent e) {  l.setText(""Key Typed"");  }  public static void main(String[] args) {  new KeyListenerExample(); } }  Java Adapter Classes    Java adapter classes provide the default implementation of listener interfaces. If you inherit the   adapter class, you will not be forced to provide the implementation of all the methods of listener  interfaces. So it saves code."
CH114,C001,124,"JAVA PROGRAMMING Page 117     Adapter class Listener interface      java.awt.event Adapter classes          WindowAdapter WindowListener  KeyAdapter KeyListener  MouseAdapter MouseListener  MouseMotionAdapter MouseMotionListener  FocusAdapter FocusListener  ComponentAdapter ComponentListener  ContainerAdapter ContainerListener  HierarchyBoundsAdapter HierarchyBoundsListener    Java WindowAdapter Example    1. import java.awt.*;  import java.awt.event.*;  public class AdapterExample{  Frame f;  AdapterExample(){  f=new Frame(""Window Adapter"");  f.addWindowListener(new WindowAdapter(){  public void windowClosing(WindowEvent e) {  f.dispose(); } });  etSize(4  00,400);  f.setLayout(  null);  f.setVisible(  true);  }  pub lic static void main(String[] args) {"
CH115,C001,126,"JAVA PROGRAMMING Page 119       Applets    Applet is a special type of program that is embedded in the webpage to generate the dynamic  content. It runs inside the browser and works at client side.  Advantage of Applet  There are many advantages of applet. They are as follows:    o It works at client side so less response time.  o Secured  o It can be executed by browsers running under many plateforms, including Linux,  Windows, Mac Os etc.    Drawback of Applet  o Plugin is required at client browser to execute applet.  Lifecycle of Java Applet Hierarchy of Applet  1. Applet is initialized.  2. Applet is started.  3. Applet is painted.  4. Applet is stopped.  5. Applet is destroyed.    Lifecycle methods for Applet:    The java.applet.Applet class 4 life cycle methods and java.awt.Component class provides 1 life  cycle methods for an applet.  java.applet.Applet class    For creating any applet java.applet.Applet class must be inherited. It provides 4 life cycle methods  of applet.    1. public void init(): is used to initialized the Applet. It is invoked only once.  2. public void start(): is invoked after the init() method or browser is maximized. It is used  to start the Applet.  3. public void stop(): is used to stop the Applet. It is invoked when Applet is stop or  browser is minimized.  4. public void destroy(): is used to destroy the Applet. It is invoked only once."
CH116,C001,127,"JAVA PROGRAMMING Page 120       java.awt.Component class    The Component class provides 1 life cycle method of applet.    1. public void paint(Graphics g): is used to paint the Applet. It provides Graphics class  object that can be used for drawing oval, rectangle, arc etc.  Simple example of Applet by html file:    To execute the applet by html file, create an applet and compile it. After that create an html file  and place the applet code in html file. Now click the html file.    1. //First.java  import java.applet.Applet;  import java.awt.Graphics;  public class First extends Applet{  public void paint(Graphics g){  g.drawString(""welcome"",150,150);  }  }    Simple example of Applet by appletviewer tool:    To execute the applet by appletviewer tool, create an applet that contains applet tag in comment  and compile it. After that run it by: appletviewer First.java. Now Html file is not required but it is  for testing purpose only.     1. //First.java  import java.applet.Applet;  import java.awt.Graphics;  public class First extends Applet{  public void paint(Graphics g){  g.drawString(""welcome to applet"",150,150);  }  }  /*  <applet code=""First.class"" width=""300"" height=""300"">  </applet>  */"
CH117,C001,129,"JAVA PROGRAMMING Page 121         Parameter in Applet    We can get any information from the HTML file as a parameter. For this purpose, Applet class  provides a method named getParameter(). Syntax:     public String getParameter(String parameterName)    Example of using parameter in Applet:    import java.applet.Applet;  import java.awt.Graphics;  public class UseParam extends Applet  {  public void paint(Graphics g)  {  String str=getParameter(""msg"");  g.drawString(str,50, 50);  }  }  myapplet.html  <html>  <body>  <applet code=""UseParam.class"" width=""300"" height=""300"">  <param name=""msg"" value=""Welcome to applet"">  </applet>  </body>  </html>"
