,Chunk ID,Concept ID,Source Page,Chunk Text Content
235,CH236,C001,263,"256 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotesIos::app Open in append mode. Ios::ate Open and seek to end of file. Ios::in Open in input mode. Ios::nocreate Fail if file doesn’t already exist. Ios::noreplace Fail if file already exists. Ios::out Open in output mode. Ios::trunc Open and truncate to zero length. Ios::binary Open as a binary stream. Example:1.Basic Program File Structure and Sample Function Call with stream I/O#include <iostream>// Header for stream I/O.#include <iomanip>// Header for I/O manipulators.// Function declaration (prototype) with default values.float sum(float required_term, float optional_term = 0.0);//main functionint main(void){int p;// Output numeric precision.float a;// Units and description of a.float b;// Units and description of b.cout.setf(ios::showpoint);cout << “Enter the output precision (an integer): “;cin >> p;if (!cin){cout << “Input error.\n”;return 1;}cout << setprecision(p);cout << “Enter two real numbers to be summed: “;cin >> a >> b;if (!cin){cout << “Input error\n”;return 2;"
236,CH237,C001,265,"258 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotes// Function declaration use references and without default values.void swap(float& first_indentifier, float& second_indentifier);// Main programint main(void){int p = 3;// Output numeric precision.float a = 2.5f;// Units and description of a (f indicates floatvalue).float b = 7.5f;// Units and description of b.ofstream fout;// Declare an output file object.fout.open(“swap.out”, ios::out);// Open the output file.if (!fout)// See if the file was opened successfully.{cout << “Can’t open output file!\n”;return 1;}fout.setf(ios::showpoint);// Show decimal points.fout << setprecision(p);// Set the precision.fout << “Before swapping...\n”;fout << “a = “ << a << “ and b = “ << b << endl;swap(a, b);fout << “After swapping...\n”;fout << “a = “ << a << “ and b = “ << b << endl;fout.close();// Close the out file.return 0;}// Define the swap function. Use references so argument changes arereturned.void swap(float& x, float& y){float hold;hold = x;x = y;y = hold;return;}"
237,CH238,C001,266,"LOVELY PROFESSIONAL UNIVERSITY259 Unit 12: Console I/ONotes4.This program demonstrates the reading of data files containing comments and displayingthem on the screen. The lines in the input file starting with ‘!’ will be treated as commentline. The input file name is comments.txt having the following sample data:!! These comment lines should be ignored.!This is the first non-comment line.This is the second non-comment line.Almost done.This is the last non-comment line. // Included files.#include <iostream>// Header for console I/O#include <fstream>// Header for file I/O.#include <string>// Header for STL strings.// Define skip_comments function.int skip_comments(ifstream& file, char mark){/*This function skips the all the lines at the start of the specifiedfile that begin with the specified character. The file must already beopen when this function is called. Error checking not yet included.*/const int MAX_CHARS = 100; // This is the maximum characters per line.while (file.peek() == mark){file.ignore(MAX_CHARS, ‘\n’);}return 0;}//main functionint main(){// Open input file.ifstream fin;// Declare an input file object.fin.open(“comments.txt”, ios::in);// Open the input file in project//folder.if (!fin)// See if the file was opened successfully.{cout << “Can’t open input file. \n”;return 1;"
238,CH239,C001,267,"260 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotes}cout << “About to skip comments.\n”;skip_comments(fin,’!’);string sometext;getline(fin, sometext);while (!fin.fail()){cout << sometext << ‘\n’;getline(fin, sometext);}if (fin.fail() && !fin.eof()){cout << “Error while reading file. \n”;fin.close();return 2;}return 0;}The put() and get() FunctionsThe classes istream and ostream define two member functions get() and put() respectively tohandle the single character input/output operations. There are two types of get() functions. Wecan use both get(char*) and get(void) prototypes to fetch a character including the blank space,tab and the newline character. The get(char*) version assigns the input character to its argumentand the get(void) version returns the input character.. .Since these functions are members of the input/output stream classes, we must invoke themusing an appropriate object. For instance, look at the code snippet given below:char c;cin.get(c);//get a character from keyboard and assign it to cwhile (c!= ‘\n’){cout << c; //display the character on screen cin.get (c);//get another character}This code reads and displays a line of text (terminated by a newline character). Remember, theoperator> >can also be used to read a character but it will skip the white spaces and newlinecharacter. The above while loop will not work properly if the statement.cin >> c;is used in place of"
239,CH240,C001,268,"LOVELY PROFESSIONAL UNIVERSITY261 Unit 12: Console I/ONotescin.get(c);Try using both of them and compare the results. The get(void) version is used as follows:char c;c = cin.get();//cin.get(c) replacedThe value returned by the function get() is assigned to the variable c.The function put(), a member of ostream class, can be used to output a line of text, character bycharacter. For example,cout << put(‘x’);displays the character x andcout << put(ch);displays the value of variable ch.The variable ch must contain a character value. We can also use a number as an argument to thefunction put (). For example,cout << put(68); .displays the character D. This statement will convert the int value 90 to a char value and displaythe character whose ASCII value is 68.The following segment of a program reads a line of text from the keyboard and displays it on thescreen.char c;cin.get (c);//read a characterwhile(c!= ‘\n’){cout << put(c);//display the character on screen cin.get (c );}The getline () and write () FunctionsWe can read and display a line of text more efficiently using the line-oriented input/outputfunctions getline() and write(). The getline() function reads a whole line of text that ends with anewline character. This function can be invoked by using the object cin as follows:cin.getline(line, size);This function call invokes the function which reads character input into the variable line. Thereading is terminated as soon as either the newline character ‘\n’ is encountered or size numberof characters are read (whichever occurs first). The newline character is read but not saved.Instead, it is replaced by the null character. For example; consider the following code:char name[20];cin.getline(name, 20); .Assume that we have given the following input through the keyboard:Neeraj good"
240,CH241,C001,269,"262 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotesThis input will be read correctly and assigned to the character array name. Let us suppose theinput is as follows:Object Oriented ProgrammingIn this case, the input will be terminated after reading the following 19 characters:Object Oriented ProAfter reading the string, cin automatically adds the terminating null character to the characterarray.Remember, the two blank spaces contained in the string are also taken into account, i.e. betweenObjects and Oriented and Pro.We can also read strings using the operator >> as follows:cin >> name;But remember cin can read strings that do not contain white space. This means that cin can readjust one word and not a series of words such as “Neeraj good”. Notes Characters are extracted until either (n – 1) characters have been extracted or thedelimiting character is found (which is delim if this parameter is specified, or ‘\n’otherwise). The extraction also stops if the end of file is reached in the input sequence or ifan error occurs during the input operation.Self AssessmentFill in the blanks:1.………………………. extracts characters from the input sequence and stores them as ac-string into the array beginning at s.2.The base of the ……………………….. library is the hierarchy of class templates.3.A stream is an abstraction that represents a device on which input and …………………..operations are performed.4.As part of the …………………… library, the header file <iostream> declares certain objectsthat are used to perform input and output operations on the standard input and output.5.Streams are generally associated to a …………………… source or destination of characters.6.Once a file stream is used to open a file, any input or output operation performed on thatstream is physically reflected in the…………………. .7.The class templates in this class hierarchy have the same name as their………………………….. instantiations but with the prefix basic_.12.3Unformatted I/O OperationsUnformatted Input/Output is the most basic form of input/output. Unformatted input/outputtransfers the internal binary representation of the data directly between memory and the file.Formatted output converts the internal binary representation of the data to ASCII characterswhich are written to the output file. Formatted input reads characters from the input file and"
241,CH242,C001,270,"LOVELY PROFESSIONAL UNIVERSITY263 Unit 12: Console I/ONotesconverts them to internal form. Formatted I/O can be either “Free” format or “Explicit” format,as described below.Advantages and Disadvantages of Unformatted I/OUnformatted input/output is the simplest and most efficient form of input/output. It is usuallythe most compact way to store data. Unformatted input/output is the least portable form ofinput/output. Unformatted data files can only be moved easily to and from computers thatshare the same internal data representation. It should be noted that XDR (eXternal DataRepresentation) files, described in Portable Unformatted Input/Output, can be used to produceportable binary data. Did u know? Is unformatted input/output is not directly human readable?Unformatted input/output is not directly human readable, so you cannot type it out on aterminal screen or edit it with a text editor.Advantages and Disadvantages of Formatted I/OFormatted input/output is very portable. It is a simple process to move formatted data files tovarious computers, even computers running different operating systems, as long as they all usethe ASCII character set. (ASCII is the American Standard Code for Information Interchange. It isthe character set used by almost all current computers, with the notable exception of large IBMmainframes.) Formatted files are human readable and can be typed to the terminal screen oredited with a text editor.However, formatted input/output is more computationally expensive than unformatted input/output because of the need to convert between internal binary data and ASCII text. Formatteddata requires more space than unformatted to represent the same information. Inaccuracies canresult when converting data between text and the internal representation.Formatted Console I/O OperationsC++ supports a number of features that could be used for formatting the output. These featuresinclude:1.ios class functions and flags.2.Manipulators.3.User-defined output functions.The ios class contains a large number of member functions that could be used to format theoutput in a number of ways. The most important ones among them are listed below.Function Task width() To specify the required field size for displaying an output value precision() To specify the number of digits to be displayed after the decimal point of a float value fill() To specify a character that is used to fill the unused portion of a field. setf() To specify format flags that can control the form of output display (such as Left-justification and right-justification). unsetf() To clear the flags specified."
242,CH243,C001,271,"264 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotesManipulators are special functions that can be included in these statements to alter the formatparameters of a stream. The table given below shows some important manipulator functionsthat are frequently used. To access these manipulators, the file iomanip.h should be included inthe program.Manipulators Equivalent ios function setw() width() setprecision() precision() Setfill() fill() setiosflags() setf() resetiosflags() unsetf() In addition to these functions supported by the C++ library, we can create our own manipulatorfunctions to provide any special output formats. Task Analyze the difference between the advantages of unformatted and formatted I/O.Self AssessmentFill in the blanks:8.……………………….. input/output transfers the internal binary representation of the datadirectly between memory and the file.9.Unformatted data files can only be moved easily to and from computers that share thesame internal………………………...10.Formatted input/output is more computationally ………………………. than unformattedinput/output.11.The …………………… class contains a large number of member functions that could beused to format the output in a number of ways.12.…………………………. are special functions that can be included in these statements toalter the format parameters of a stream.12.4Managing Output with ManipulatorsThese operators are used to format the data display. The commonly used manipulators are endland setw.1.endl manipulator when used causes a linefeed to be inserted. For example,cout<<“m=” <<m <<endl<<“n=” <<n <<endl<<“p=” <<p <<endl;would cause the output as:Assuming the values of variables as 2597, 14 and 175.m = 2597"
243,CH244,C001,273,266 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotes3.no skipws: Its purpose is not to skip white space on input.4.dec: it is used for the decimal conversion.5.oct; : It is used for the octal conversion.6.hex: It is used for hexadecimal conversion.7.left; This manipulator is used to left align and pad on right in the field.8.right: This manipulator is used to right align and pad on left in the field.9.internal: It is used for padding between sign or base indicator and value.10.showpos: Shows plus sign for positive values.11.noshowpos: Do not show plus sign for positive value.12.uppercase: It displays uppercase A-F for hex values and E for Scientific values.13.no upper case: It do not display hex values in upper case.14.show point: It shows decimal point and trailing zeros for float values.15.scientific: It uses scientific notation for printing float value.16.fixed: It uses fixed notation for printing float values.17.ends; it inserts null character to terminate an output string.18.flush; It flushes the output stream.19.lock: It unlocks the file handling.Example: Let us consider an example to understand the usage of above said manipulators:#include<iostream.h>#include<conio.h>#include<iomanip.h>void main( ){int I = 2b;float b = 123.500032;char str[ ] = “I am a c++ programmer”;clrscr( );cout<<setios flags (ios: :unitbuf | ios: :stdio | ios:: showpos);cout<<i<<end l;cout<<set iosflogs(ios :: showbase | ios :: uppercase);cout << hex << i << end;cout < < oct << i << endl;cout < < set fill (‘o’);cout << set w (40) <<str << endl;
244,CH245,C001,275,"268 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotesother languages but he thinks C++ is the best. Why? ""Perhaps because of the power it givesthe programmer."" But, remember, that this power is a double-edged sword. Also, ""knowingC++ makes learning other programming languages easier."" What's the best way to learnprogramming? ""Write programs.""Let's say, you ask, what's a programming language? The author begins with an analogy:""When you enter a darkened room and want to see what is inside, you turn on a lightswitch. When you leave the room, you turn the light switch off. The first computers werenot too different than that light switch."" From there you move on to `Hello World,' andbefore you dump C++ and say `Cruel World', the author would lead you to the innards ofthe language, all the while keeping you in good humour.For instance, to explain bits and bytes, he writes: ""While people live at street addresses,what is stored at each memory address is a byte. Don't worry, I have not misspelledDracula's favourite pastime."" Similarly, the chapter on variables begins thus: ""Recently,while in a crowded room, someone yelled `Hey, you!' I and a number of other peoplelooked up, because none of us could tell to whom the speaker was referring."" So? ""We usenames to refer to each other. Similarly, when you need to refer in code to a particular itemof information"" call it by name.""Variables, like people, have a lifetime,"" Kent would write in a different chapter. ""Aperson's lifetime begins at birth. A variable's lifetime begins when it is declared. A person'slifetime ends with death.A variable's lifetime ends when it goes out of scope."" That's some philosophy demystified,shall we say?Test at all costsWANT to get into software testing as a career? Go for Dr K.V.K.K. Prasad's SoftwareTesting Tools, published by Dreamtech Press (www.wileydreamtech.com) .""Many software engineers have a wrong notion that software testing is a second-rate job,""notes the preface. For them, what's first rate is development. ""These engineers tend toforget that testing is a part of development."" How?Because only through testing can you deliver a quality product. Prasad lists the fourcriteria for a software project's success: ""Meet all quality requirements; be developedwithin the time frame; be developed within the budget; and maintain a cordial relationshipamong the team members.""Testing is detested because it is tough. Testing process is iterative. So, test the software inthe lab, and also in actual working environment (called beta testing). Any test createsstress for those who are tested; and `stress testing' is to test the software ""at the limits of itsperformance specifications"". You accept that testing is important, but `acceptance testing'is the most important testing, the author would emphasise. It decides whether the clientapproves the product or not.Oracle is a popular name in software, but test oracles are people or machines used forchecking the correctness of the program for the given test cases, explains the book. ""Humantest oracles are used extensively if the program does not work."" In ancient times, whenpeople had a problem, it's said they'd go to a priest or priestess, called an oracle. He or shewould act as a medium for divine advice or prophecy. The word is derived from Latinoraculum, from ovare, speak.Contd..."
245,CH246,C001,276,"LOVELY PROFESSIONAL UNIVERSITY269 Unit 12: Console I/ONotesThe book covers Mercury Interactive's WinRunner, Segue Software's SilkTest, and IBMRational SQA Robot. There are case studies that illustrate the use of LoadRunner, JMeter,TestDirector and so forth.As in hospitals where the severity of the problem determines whether the patient will bein a ward or ICU, software defects are classified depending on their impact on thefunctionality of the software.""Critical defects result in system-crash, while major ones may result in some portions ofthe application difficult to use."" There are also minor defects; these ""can be tolerated"" as inthe case of ""lack of help for some functionality, spelling mistake in an error message andso on.""For IT managers, it would be a critical defect to be ignorant of how software is tested; thatwould be a flaw with a potential to cause a career to crash.12.5SummaryC++ accomplishes input/output operations using concept of stream. A stream is a series ofbytes whose value depends on the variable in which it is stored.This way, C++ is able to treat all the input and output operations in a uniform manner.Thus, whether it is reading from a file or from the keyboard, for a C++ program it issimply a stream.A stream is a source of sequence of bytes.A stream abstracts for input/output devices. It can be tied up with any I/O device andI/O can be performed in a uniform way.The C++ iostream library is an object-oriented implementation of this abstraction.It has a source (producer) of flow of bytes and a sink (consumer) of the bytes.The required classes for the stream I/O are defined in different library header files.Streams can also be tied up with data files.Unformatted input/output is the simplest and most efficient form of input/output.It is usually the most compact way to store data. Unformatted input/output is the leastportable form of input/output.12.6KeywordsC++ iostream Library: The C++ iostream library is an object-oriented implementation of thisabstraction.Stream: A stream is a series of bytes whose value depends on the variable in which it is stored.Unformatted Input/Output: Unformatted input/output is the simplest and most efficient formof input/output.12.7Review Questions1.Why should we use <iostream> instead of the traditional <cstdio>?2.How can we get std::cin to skip invalid input characters?"
246,CH247,C001,277,270 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotes3.How does that funky while (std::cin >> foo) syntax work?4.Why does my input seem to process past the end of file?5.Why we should end the output lines with std::endl or ‘\n’?6.Why shouldn’t we always use a printOn() method rather than a friend function?7.How can we provide printing for an entire hierarchy of classes?8.How can we open a stream in binary mode?9.How can we “reopen” std::cin and std::cout in binary mode?10.How can we write/read objects of my class to/from a data file?Answers: Self Assessment1.Getline() function2.iostream3.ouput4.iostream5.physical6.file7.char-type8.Unformatted9.data representation10.expensive11.ios 12.Manipulators13.Set Pos flags (print flags f)14.Reset i os flags (fmt flags f)15.predefined12.8Further Readings BooksE Balagurusamy; Object-oriented Programming with C++; Tata Mc Graw-Hill.Herbert Schildt; The Complete Reference C++; Tata Mc Graw Hill.Object Oriented Programming with C++; Cyber tech publications. Online linkshttp://www.cplusplus.com/reference/iostream/http://www.cplusplus.com/reference/iostream/istream/getline/
247,CH248,C001,278,"LOVELY PROFESSIONAL UNIVERSITY 271 Unit 13: Working with Files NotesUnit 13: Working with Files CONTENTS Objectives Introduction 13.1 Data Streams 13.2 Opening a File 13.3 Reading/Writing a Character from/into a File 13.4 Appending 13.5 Processing and Closing a File 13.6 Different Types of Files 13.6.1 Types of File Systems 13.6.2 File Systems and Operating Systems 13.6.3 Binary Files 13.7 Command Line Arguments 13.8 Summary 13.9 Keywords 13.10 Review Questions 13.11 Further Readings Objectives After studying this unit, you will be able to:  Demonstrate the opening a file  Recognize the reading and writing in a file  Describe the appending in a file  Explain the processing and closing a file  Discuss the different types of files  Discuss the command line arguments Introduction Programs often input data from reading from a data file and output the result into another (or same) data file. This unit will focus on issues related to accessing data from a data file through a C++ program. 13.1 Data Streams Programs would not be very useful if they cannot input and/or output data from/to users. Some programs that require little or no input for their execution are designed to be interactive through Yadwinder Singh, Lovely Professional University"
248,CH249,C001,279,"272 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotesuser console - keyboard for input and monitor for output. However, when data volume is largeit is generally not convenient to enter the data through console. In such cases data can be storedin a file and then the program can read the data from the data file rather than from the console.The data may be organized in fixed size record or may be in free form text. The various operationspossible on a data file using C++ programs are:1.Opening a data file2.Reading data stored in the data file into various variables and objects in the program3.Writing data from a program into a data file(a)Removing the previously stored data in the file(b)Without removing the previously stored data in the file(i)At the end of the data file(ii)At any other location in the file4.Saving the data file onto some secondary storage device5.Closing the data file once the ensuing operations are over6.Checking status of file operation Did u know? Where did data file exist?The data file itself can exist in many forms. It may contain textual data in ASCII format orbinary data.C++ treats each source of input and output uniformly. The abstraction of a data source and datasink is what is termed as stream. A stream is a data abstraction for input/output of data to andfrom the program (Figure 13.1). ( F ig u r e 5 .5 ) . F ig u r e 5 .5 (a ) In p u t s t r e a m c u r r e n tly a tt a c h e d to a d a ta file File Figure Figure 13.1 (a): Input Stream Currently Attached to a Data File Figure 13.1 (b): Input Stream Currently attached to Keyboard"
249,CH250,C001,280,"LOVELY PROFESSIONAL UNIVERSITY273 Unit 13: Working with FilesNotes Keyboard Fig Monitor Figure File Figure C++ library provides prefabricated classes for data streaming activities. In C++, the file streamclasses are designed with the idea that a file should simply be viewed as a stream or array orsequence of bytes. Often the array representing a data file is indexed from 0 to len-1, where lenis the total number of bytes in the entire file.A file normally remains in a closed state on a secondary storage device until explicitly openedby a program. A file in open state file has two pointers associated with it:1.Read pointer: This pointer always points to the next character in the file which will be readif a read command is issued next. After execution of each read command the read pointermoves to point to the next character in the file being read.2.Write pointer: The write pointer indicates the position in the opened file where nextcharacter being written will go. After execution of each write command the write pointermoves to the next location in the file being written.These two file positions are independent, and either one can point anywhere at all in the file. Toelucidate I/O streaming in C++ let us write a small program.#include <fstream.h>int main(){ofstream filename(“c:\cppio.dat”); Figure 13.1 (c): Output Stream Currently Attached to Monitor Figure 13.1 (d): Output Stream Currently Attached to a Data File Figure 13.1 (e): Output Stream Currently Attached to a Printer"
250,CH251,C001,281,"274 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotesfilename << “This text will be saved in the file named cppio.dat inC:\”;filename.close();return 0;}When you run this program the text This text will be saved in the file named cppio.dat in C:\will be saved in a file named cppio.dat in the root directory of the C: drive. Let us run througheach line of this program.#include <fstream.h>C++ file stream classes and functions have been defined in this file. Therefore, you must includethis header file in the beginning of your C++ program so that these classes may be accessed.ofstream filename (“c:\cppio.dat”);This statement creates an object of class ofstream (acronym for output file stream) named filename.This object acts as the output stream to write data in the specified file. Cppio.dat is the name ofthe data file in which the program will write its output. If this file does not exists in the specifieddirectory, it is created there. Notes Note that ofstream is a class. So, ofstream filename(“c:\cppio.dat”); creates anobject from this class.Here the file name c:\cppio.dat is being passed to the constructor of this class. In short we createan object from class ofstream, and we pass the name of the file we want to create, as an argumentto the class’ constructor. There are other things, too, that can be passed to the constructor.filename << “This text will be saved in the file named cppio.dat in C:\”;The << operator is a predefined operator. This line puts the text in the file. As mentioned before,filename is a handle to the opened file stream. So, we write the handle name, << and after it wewrite the text in inverted commas. If we want to pass variables instead of text in invertedcommas, just pass it as a regular use of the cout << as,filename << variablename;filename.close();Having finished with writing into the file the stream must be closed. Filename is an object ofclass ofstream, and this class has a function close() that closes the stream. Just write the name ofthe stream object, dot and close(), in order to close the file stream. Note that once you close thefile, you can’t access it anymore, until you reopen it.Before we take up the subject any further let us quickly go through a program that reads from adata file and presents the same on the monitor. Here is the program listing.#include <fstream.h>void main() //the program starts here{ifstream filename(“c:\cppio.dat”);char ch;"
251,CH252,C001,282,"LOVELY PROFESSIONAL UNIVERSITY275 Unit 13: Working with FilesNoteswhile(!filename.eof()){filename.get(ch);cout << ch;}filename.close();}Let us run through this program line by line quickly to catch some salient features.ifstream filename(“c:\cppio.dat”)Similar to ofstream, ifstream is the input stream for a file. The term input and output have beenused with respect to the program. What goes to the program from outside is the input whileprocessed data coming out of the program is the output. We here create an input file stream bythe name - filename - to handle the input file stream. The parameter passed to the constructor isthe file we wish to read into the program.char ch;This statement declares a variable of type char to hold one character at a time while readingfrom the file. In this program we intend to read one character at a time.while(!filename.eof())The class ifstream has a member function eof() that returns a nonzero value if the end of the filehas been reached. This value indicates that there are no more characters in the file to be readfurther. This function is therefore used in the while loop for stopping condition. The file is reada character at a time till the last character has been successfully read into the program when thewhile loop terminates.filename.get(ch);Another member function of the class ifstream is get() which returns the next character to beread from the stream followed by moving the character pointer to the next character in thestream.cout << ch;The character read in the variable ch is streamed to the standard output device designated bycout (for console output, i.e., monitor) in this statement.filename.close();Since we reach at this statement when all the characters have been read and processed in thewhile loop, we are done with the file and hence it is duly closed.Self AssessmentFill in the blanks:1.The data may be organized in ………………….. record or may be in free form text."
252,CH253,C001,283,276 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotes2.The term ………………………. have been used with respect to the program.3.The class ifstream has a member function ………………… that returns a nonzero value ifthe end of the file has been reached.4.The character read in the variable …………… is streamed to the standard output devicedesignated by cout.5.Member function of the ………………….. is get() which returns the next character to beread from the stream followed by moving the character pointer to the next character in thestream.13.2Opening a FileThe example programs listed above are indeed very simple. A data file can be opened in aprogram in many ways. These methods are described below.ifstream filename(“filename <with path>”); Or ofstream filename(“filename <with path>”);This is the form of opening an input file stream and attaching the file “filename with path” inone single step. This statement accomplishes a number of actions in one go:1.Creates an input or output file stream2.Looks for the specified file in the file system3.Attaches the file to the stream if the specified file is found otherwise returns a NULL valueIn case the file has been successfully attached to the stream the pointer is placed at the firstposition The file stream created is accessible using the object’s name. The specified file is searchedin the specified directory if a path is included otherwise the file is searched only in the currentdirectory. If the file is not found it is created in case it is being opened for output. While openinga file for output if the specified file is found then it is truncated before opening thereby loosingall there was in the file before. Care should be taken to ensure that the program does notoverwrite a file unintentionally. In any case if the file is not found then a NULL value is returnedwhich we can check to ensure that we are not reading a file which was not found. This will causean error in the program if we attempt to read a file which was not found.ifstream filename;filename.open(“file name <with path>”);In this approach the input stream - filename - is created but no specific file is attached to thestream just created. Once the stream has been created a file can be attached to the stream usingopen() member function of the class ifstream or ofstream as is exemplified by the followingprogram snippet which defines a function to read an input file.#include <fstream.h>void read(ifstream &ifstr)// file streams can be passed to functions{char ch;while(!ifstr.eof()){ifstr.get(ch);cout << ch;}
253,CH254,C001,285,"278 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotesofstream myfile(“data1.dat”, ios::ate);myfile << “Save this text to the file”;myfile.close();}This program will write Save this text to the file at the end of the file data1.dat without removingthe previous content of the file.A file can also be opened in mixed mode using OR (|) operator to combine the modes. Forexample,ios::ate | ios::binaryopens the file in binary mode for output at the current pointer position without removing theprevious contents of the file. Another example of mixed mode is given below.fstream myfile(“data.dat”,ios::in | ios::out);Input file stream (ifstream) allows only reading from the file and output file stream (ofstream)only for writing into the file. If you wish to open a file both for writing and reading at the sametime you should use file stream (fstream) with specific opening mode as the following programdemonstrates.#include <fstream.h>void main(){fstream myfile (“data.dat”,ios::in | ios::out);myfile << “Write this text”;//Writing into the filestatic char TextRead[50];//Create an array to hold what isread from the filemyfile.seekg(ios::beg);//Get back to the beginning ofthe file explained latermyfile >> TextRead;cout << TeaxtRaed << endl;myfile.close();}In this program the statement fstream myfile (“data.dat”,ios::in | ios::out); creates an objectfrom class fstream. At the time of execution, the program opens the file data.dat in read/writemode (ios::in | ios::out) which allows to read from the file, and put data into it, at the same time.This is done by allowing the program to move the character pointer in the file to a desiredlocation before reading or writing.The read and write operation takes place on the current position of the pointer in the file.Therefore you might need to shift this position to a desired location. The member functionseekg() of the class fstream allows you to do just that as shown below.myfile.seekg(ios::beg)//Take the pointer to the beginning of the filemyfile.seekg(ios::end)//Take the pointer to the end of the file"
254,CH255,C001,286,"LOVELY PROFESSIONAL UNIVERSITY279 Unit 13: Working with FilesNotesmyfile.seekg(10)//Take the pointer to 10 characters after the current locationmyfile.seekg(-10)//Take the pointer to 10 characters before the current locationMoreover, the function seekg()is overloaded to take two parameters. Thus, another form of thefunction is,myfile.seekg(-4, ios::end)//Take the pointer 4 characters before the end of fileMost of the time it is necessary to check whether a specified file exists or not while opening it.Opening of file may also fail due to other reasons. Remember that if the file opening fails theopen() function return a non-zero value. By checking the return type of the function one canensure whether the file was opened successfully or not as demonstrated in the following programsnippet.fstream myfile(“data.dat”);if (!myfile){cout << “Error : File could not be opened\n”;exit(1);}The ofstream class also provides a fail() function which return true if the opening of file operationfailed as shown in the following code snippetofstream myfile(“data.dat”, ios::nocreate);if(myfile.fail()){cout << “Error : File could not be opened\n”;exit(1);}binary files are unformatted and uninterpreted file of binary digits. It simply contains binarynumbers whose meaning is provided by the program that manipulates the file contents. Thefunctions that give you the possibility to write/read unformatted files are get() and put(). Toread a byte, you can use get() and to write a byte, use put(). Both get() and put() functions takeone parameter - a char variable or character.If you want to read/write whole blocks of data, then you can use the read() and write() functions.Their prototypes are:istream &read(char *buf, streamsize num);ostream &write(const char *buf, streamsize num);For the read() function, but should be an array of chars, where the read block of data will be put.For the write() function, buf is an array of chars, where is the data you want to save in the file. Forthe both functions, num is a number, that defines the amount of data (in symbols) to be read/written.Another function that provides the number of symbols read so far - gcount(). It simply functionreturns the number of read symbols for the last unformatted input operation. You can specifythat the file is going to be operated on in binary mode in the open() function. The required modeis ios::binary."
255,CH256,C001,287,"280 LOVELY PROFESSIONAL UNIVERSITY Object-oriented ProgrammingNotesLet us write a program that uses get() and put() functions for binary files.#include <fstream.h>void main(){fstream myfile(“data.dat”,ios::out | ios::in | ios::binary);//open file in binary modechar ch;ch=’A’;myfile.put(ch);//put the content of ch to the filemyfile.seekg(ios::beg);//go to the beginning of the filemyfile.get(ch);//read one charactercout << ch << endl;//display it on consolemyfile.close();}The following program uses read() and write() functions for binary file manipulations.#include <fstream.h>#include <string.h>void main(){fstream myfile(“data.dat”,ios::out | ios::in | ios::binary);char Carray[13];strcpy(Carray,”C++ Programming”);//put the string into thecharacter arraymyfile.write(Carray,5);//put the first 5 characters “C++ P”into the filemyfile.seekg(ios::beg);//go to the beginning of the filestatic char Rarray[10];//To store read datamyfile.read(Rarray,3);//read the first 3 characters- “C++”cout << Rarray << endl;//display them on consolemyfile.close();//close file} Task1.A file in open state file has two pointers associated with it. What are they?2.Please quote two methods of opening a data file in a program."
256,CH257,C001,288,LOVELY PROFESSIONAL UNIVERSITY281 Unit 13: Working with FilesNotesSelf AssessmentFill in the blanks:6.In case the file has been successfully attached to the stream the pointer is placed at the………………… position.7.Care should be taken to ensure that the program does not ……………………. a fileunintentionally.8.…………………… files are unformatted and uninterpreted file of binary digits.9.Function that provides the number of symbols read - ………………………. .13.3Reading/Writing a Character from/into a FileReading and writing a character in a data file has been dealt with in the previous sections indetail. The general procedure of reading a file one character at a time is listed below:1.Create an input file stream from <fstream.h> header file:ifstream name_of_input_stream;2.Open the data file by passing the file name (optionally full name) to this input stream:name_of_input_stream.open(“data.dat”);Both the above statements can be combined in the following:ifstream name_of_input_stream(“data.dat”);3.Set up a character type variable to hold the read character.char ch;4.Read a character from the opened file using get() function:name_of_input_stream.get(ch);This way you can read the entire file in a loop stopping condition of the loop being the endof file:while(!filename.eof()){name_of_input_stream.get(ch);//process the read character}5.When finished close the file using close() function:name_of_input_stream.close();The if stream class is defined in fstream.h header file. Therefore you must include this filein your program. The complete program is listed below.//reading a file one character at a time#include <fstream.h>void main() //the program starts here{
